author,comment
THE DRIVEN MOOD,1:48 Still goosebumps. Hope everyone stuck here and reverse back. Once in a lifetime experience.
9voltage,Wow this movie is awesome i cant wait until it comes out
Blue Thunder,Good memories .
TRICKSTERGAG,Iam still seeing this in 2022
ITS SOHAM,Doctor stranger saw the whole movie before all of us but didn’t give a spoiler. Be like him.
Hariharan,It's been 2years since the trailer released...but since I'm getting Goosebumps 
Rezandy Yossy,"Infinity War Trailer: 229M views
Thanos snap
Endgame Trailer: 124M views"
QxLw,"A legend who sacrifice himself to save the world, I just got goosebumps when tony said ""Whatever it takes"". Tony's and other legends identity is eternal."
Vishal A N,"Watching the trailer of one of the best comic book movies ever made, just before watching the best ever comic book movie ever made (No way home)"
Shivam Dubey,"And now it's all over  iron man, cap, "
Aniket Jaiswar,Still getting massive goosebumps no matter how many times I saw this movie or trailer
UnfoundedXXX,"Am I the only one who cried and who was hyped for
Endgame"
huntison,"Marvel : releases new trailer without Thanos.

Thanos :  Am i a joke to you?"
Pratik Parekh,This is almost 20th time I am watching this and still getting goosebumps... best trailer from Marvel ever.
Rex Celsior,"This movie made me cry, which isn’t something I can say about most movies. This was something else. I’ll never forget the hype leading up to this."
Marvel and anime bro,These are the movies that bring ppl together
20-VinhKhang_62 • 5 years ago,Still gives me goosebumps everytime
die345,Epicooo
shikhil saxena,Thanos after watching  trailer : I think I wiped out the wrong half.
learning student,Really even after watching the movie this trailer still gives me goosebumps...
Hell billy,Even though I have watched this movie more than 10 times i still get the goosebumps which I got during the first time
GUNGUN Kumari,"Miss you 3000 Tony stark,Natasha Romanoff,Steve Rojers"
HCLF Gaming,Probably the best marvel trailer ever
die345,Epico
HEROSAM,Hawkeye wasn’t in Infinity War because he was too busy playing tag with his friends
Maleke,This trailer still gives me the chills
Iron Man,When they're releasing ENDGAME again with extra footage and you're back to watching the trailer to get hyped once more.... to beat Avatar... WHATEVER IT TAKES...
Bennet Liranzo,I want the feeling seeing this trailer for the first time again. CHILLS!
Bahey -B,"After rewatching trailer I remember that time when world was waiting for that epic event
I really miss these times before film and the feelings I felt it was incredible
Before days from NWH despite of the great state of waiting for the film it won't reach what Endgame reached ,It is un repeatable"
huntedFN,when this movie comin out. kinda hyped for it
B-Man09,This movie brought us something we might never experience ever again simply because of the hype it built and the excitement it made sure it delivered...No One will ever forget this movie
RoddZ4,"Look at you bruh, 3 yrs later still  crying when the music score hits at the end of the trailer"
Venkata Sai,"Roses are red 
half of the universe is dead 
thor this time 
will go for the head"
Tauno Tuno,"This is legendary beyond anything I have ever experienced … n looking back , yes it did live up to the hype  (memory lane)"
DenoltionHK,I miss the hype for this movie everyday I used to refresh to look for a trailer
Lana Georgia,Hey Marvel! We want Tony back and the Avengers
Rowana Hedley,"Man... It feels like it wasnt long ago that this and infinity war came out, but it's been two years. Granted, the past 2 years have been hectic and chaotic to such an extent that they've gone so fast, and we've missed out on a lot of things, it's also left pre-covid feeling like a strange world, who could know what we were about to experience."
Kamakayla Network,"Everytime i Watch Eternarls, Shang Chi, I Suddenly Miss Tony stark's wholsome voice And rush to play the Very first avengers movie ti'll avengers endgame I Will never NOT Miss this Movie."
Tushar,"Tony: (in soul world) Did I waste my life
Yinsen: Not even a single second of it."
Sourov Ahmed,This trailer still gives me the goosebumps
Raktim Acharya Official video,Amazing trailer and amazing movie 
Glitch Matrix,Best movie 
Lavrenti Gaming,Yes I still come back here in memory of Tony Stark. Even when I turn 20 and 30 and 40 I'll still come back.
Felix Gustavsson,A part of the journey is the end.
Kowalski Analysis!,"Avengers: go back in time via the quantum realm. 
Will Smith: ITS REWIND TIME!"
SmiffyLel,rewatching this to see how much they actually showed in the trailer so I can know how much could potentially be missing in the NWH trailer
Seaf ha,How do you know that it’s a marvel before you start the video ?? 
Tatum Kindelay,"This movie really changed the mcu. I didnt really realize that until i watched shang chi and eternals, its just a whole different feeling now. Still a good feeling but man do i miss that old one."
Gautam dubey,One in a lifetime event.....how we were connected to this from Ironman 1 to this endgame....this was feels like family members to us️ very lucky to enjoy these memories....gonna tell my children about that all
HeroBrine Gaming,Iron man We Love You 3000 Come Back Iron Man 
MiD Knight,2 years later and still goosebumps
MAZE LYRICS,"Not everyone may notice but.... Ant Man is the main reason why End Game exist.. Imagine if he didn't showed up , they will not come up with that ""quantum realm whatever the heck it is"" plan."
Sanjeev Sriram,Captain Marvel wasn’t scared at the end there 
Drazo,Remember when this movie first came out? The hype was REAL
Ahmed Khan,I still remember watching it in the cinema. Not a single dull moment and the last 30 minutes was just like a football stadium
Antwon _arts,Whatever it takes  2022
No Names,The amount of hype this movie had and delivered on is parallel to none . What a wonderful ride this was and I’m glad we were all able to tag along for the ride . Here’s to the next phase of the mcu 
chaitanya Mehta,From I am Ironman to I.....am Ironman we all grew up
SHREYANS,The most badass thing is that Dr .Strange knows all of it......
sobaan86,The trailer still hits hard. This has to be the greatest movie trailer ever made. What an event it was...never to be repeated again..
Bastav Kashyap,"""Even if there's a small chance i would like to witness this movie in theatres again""."
CFLOGaming,BEST AVENGERS MOVIE EVER!!!
DarkxNinja,it was like a dream movie for me when watched it in theatres and its trailer were emotional
Rohit_Das,Miss u tony stark 
Aryan Tuteja,I still remember when we thought it was called ‘Avengers: Annihilation’
Je Infimate,1:39 the beat in sync with Natasha's shots
Gaming Strike,"Black Widow with that GUN

Thanos : am I a JOKE to you"
Sandeep Parihan,Re- Watching Endgame on TV and now watching the trailer again'.. it's Still fresh. Goosebumps everytime ️
Selva Kumar,Every time I see this trailer... Emotional
Thava Selvan,Epic one
Chimken Nugget,"One of the greatest movie in MCU, i hope even a bit, No Way Home make me feel the kind of feeling i felt after watching Endgame..."
Jonalee,The most historical movie in history
pulkit dhanraj,"marvel : some studios spoil their movies , but not us....not us"
Michelle Eugenio,I remember watching this and my mind blowing up
Jack Spry,Imagine telling our grandkids that we went to see and experienced the greatest Marvel film of all time.
B R N D N Productions,When the world wasn’t as divided ️
MOHAMMAD UMAR,"Still watching this trailer and getting goosebumps 

Love you 3000"
d' ARTCHITECT,binge watching all the trailer of infinity saga before watching MOM!
NiightDJ,"Endgame trailer 1: Iron Man: Far from Home
Endgame trailer 2: Iron Man: Homecoming"
Icarus,I love that the beat goes in rhythm with Black Widow's gunshots
Mr EY,"Spiderman No Way Home is officially joined along with this movie as the Most Anticipated Movie of all generation!!! What a journey from a guy in the cave, to the across the planet and galaxy and now, MULTIVERSE?!!!"
UNPROFESSIONAL GAMING🎮🎮,If you didn't get goosebumps You're not MARVEL FAN
Ndabz,Watching this 2 years later and a week away from no way home and I can truly say this hype for this movie and infinity war will go down as the best in history. You honestly just had to be there
The,I remember I cried on the Natasha death
09 Fathan Akbar M.D,First person who already watched endgame is Dr Strange
박정우,new great heroes that are even more powerful than the previous members will appear and the scale of the avengeres will get much bigger. but i can't imagine avengeres without some original members like tony and cap who had run together with us for the whole time since phase 1 i still can't forget them i miss them and the memories that we loved
Juan Garcia,anyone else notice that the three characters saying “what ever it takes” are the ones that die in the movie :(
Gemma Cleary,It feels like just yesterday I watched this trailer for the very first time when it dropped.
-Lena The Odd Human-,Some day we will all look back on this and remember how awesome our childhoods were thanks to marvel
Templezinho,i like how it has no hints or footage or anythin about the final battle
KiiBoY AMV,yep...random day and this trailer still gives me goosebumps
EM5 gamez,We love you iron man
The Badfella,"I remember when this movie was, like, a myth. I also remember when people talked about nothing but this movie. Good times."
Creamy Original,Ahhh it was quite a hype to be honest
Zain Mourad,"We all fell through a timeline of Marvel hype
Appreciate the memories guys
Idk why but Ik that we all feel nostalgic for old marvel"
Love Respect Understanding_KNC💞⚡,Legendary
Erlend Lyngstad,Back when life was exciting and simple
Guitar details,We are still waiting for the movie
Hatari-2,I had goosebumps the whole trailer but when this part happened 1:50-1:57 I got goosebumps on my goosebumps.
MiD Knight,Man it feels like yesterday when this was the most hyped thing to ever happen
Sahil Grover,Dayumm this coming back as recommended after two years. The chills. Every second of it
Shane Connolly,Tony we love you 3000
Pranav Agarwal,Whenever I feel low this trailer gives me motivation
SPARKZ FF,Anyone watching this after no way home?
Arijit Jayaswal,It seems like avengers infinity war came a thousand years ago.
TONY STARK,"After 2 years seeing this now again  and realized the value of what we lost .. 

I really miss him ."
Luke Khoo,still here feeling the nostalgia of the hype of 2019
