author,comment
Matt Waters,"Havent seen the vid yet, does he mention he took the name and concept from the fiction book Snow Crash? It explains exactly the kind of dystopian image he has in mind for tge meta verse. In case anyone is interested."
stem learn,"mark firmware has got a new Over the air software update, the robot ai is learning to be human very fast, really good algo, deep learning is working"
Joel McLaughlin,Joe Rogan wrote wrote his opening questions 💯
zombieOG209,Hmmmm. I'm surprised he did this interview. 👍🏻
GameNationRDF,Stellar work Lex. This is the best interview of Mark that I have ever seen/heard. You are great at what you do
Michael Poole,"Mark doesn't answer the hard questions that would suggest any possibility of negative uses of the technology. He either distracts, without answering the question at all, or he briefly addresses it before distracting you with another up-side of the technology. Basically, he's hiding something. I think he's hiding how addictive he thinks the technology is as well as all of the bad use-cases that are certainly going to evolve. Stay on alert when listening to this guy speak."
cgamingfails,I haven't started yet and I want to throw my phone at the wall! 😂😭
Gofferry Ben,"The Crypto market has been a really tough one this past months, but I watched an interview on CNBC where the anchor kept mentioning ""…Camille Anne Hector ..."". This prompted me to get in touch with her, and from October 2021 till now we have been working together, and I can now boast of $540k in my trading portfolio."
Anjum Preet,"He is real living AI driven Robot, no human expression at all"
Ronald Perkele,1:14:38 Thank you lex❤️
Bay Area Buddy,It was really nice that Lt Commander Data could take time away exploring the Delta Quadrant to appear on your podcast.
Garrett Prosser,"Wow that intro was amazing,  rather depressing statistics to just know off hand tho still its important for people to know."
morn1415,"I lived for some time already, played PacMan at the arcade. Always have been fascinated with technology. Recently obsessed with VR. In VrChat I saw very young people who live and socialize there because their parents don´t care, I saw a Treehouse that's a work of art with the creator already passed away, I met a Dragon who did not speak living in an awesome Landscape that somebody else built, giving me a ride to the next mountaintop. I met a girl who said she lives by creating Avatars for people. When I asked how people would find her service she said she put a poster with her Mail next to the Virtual Bar. "
Christian Francia,"I feel that @52:26 it speaks more to the US discourse: Being load and talking over one another and who ever is the loudest is ""correct"". Other countries don't support or give way to this type of rhetoric."
Matthew,"Dude ain’t that bad, but holy cow does he have some serious blindspots on reality."
Nicki,Omg such a dork lol I love how this started
Emmanuel Oluga,59:00 is comedy gold
Alice Brooks,Have you all heard about META VERSUS? MetaVersus: Introducing the better metaverse.
SkillGame,"This was a fascinating conversation, great to hear Mark in a long-form setting where he's not relentlessly being grilled by antagonistic lawmakers. Without really thinking about it, I've been guilty of seeing him solely through the lens of memes and/or as an example of the dark side of tech and capitalism. "
MetaSamsara,"In France most people hate fb for cutting us from real life interactions being the main driver of social dynamics. I do believe the metaverse has a place in there, and at a larger scale the Internet. But decentralization will be necessary for digital identity and human rights in the digital. That doesn't mean there is no room for centralized servers indeed, but not when it comes to social media. This will be decentralized. No one trusts Mark anymore, no matter if he changed his narrative."
