author,comment
Yang Yue,"The interplanetary and interstellar ships must be built in space. Made from materials mined on the moon or asteroids reached by shuttle or space elevators. Massive ships should never be launched from earth. This would be to costly from a material and human point of view. Factories and living accommodations can be built in an appropriate earth orbit or moon base. The same can be said fo all other planets including Mars, giving us the time to explore ways of colonizing the surface of whatever asteroid or planet we may focus on settling. At the same time we can explore ways to project ourselves into interstellar space and beyond. I mean... just saying?"
Son,"1:26:15, Superhuman capability: Why such a need ?  Why not having all cars embedded with rules and capable of communicating among themselves ?  I'm here...You're there...Do you see me ?...Hey, you're too close...Do you read ?  Typical ATC protocol. Thus, eliminating the need for James Bond type of reaction."
Skyler Cleary,How will there be enough fuel for a 2 way trip?
mechdon,"Wow, what an amazing interview! Watching this is like having a friendly chat with Elon Musk for 2.5 hours."
Cecilia Hong,"Just want to make something clear. Could you help to ask Elon Musk as everything in this universe might interact with each other, and one small matter might make big changes, how he can definitely think that heat death will happen? Can we consider everything in the universe happens just in the old pattern or not, or else, how can we predict it? human beings, as a very small part of universe, will also make difference to the world, and everything changes dynamically, how can he predict so big picture and has he considered this dynamic change? Does he know Chinese culture, or do you know Chinese culture? I admired science and logic, kinds of reasoning thinking,  which comes from our right brain. After a serious depression and schizophrenia, I found my right brain has never been developed or used as I was afraid of emotion so I always suppressed my emotions. After I started to change, I found Chinese classic culture about the world and the universe and also our natural body was right. Our bodies also follow a law or pattern that the universe or other balls run, including the sun. I have strong instinct about this and how to change as per the running of the balls around the earth. We can change ourselves, and we, human beings, can make difference to the environment around, and also to the universe, which might not be easy to predict due to butterfly effect and the interrelationships so long.... I think you might know what I mean."
WARDADDY S.R,"I think lex, Elon And Zuckerberg would be best friends"
Jack Parker,Also reluctantly in regards to Tesla automatic control accidents.... One maybe impossible thing ...could there be a mole sabotaging the Gizmo  doodad... I shouldn't even allow one to chase this thinking but could there be a conspiracy to create these accidents from competitors??
Liz Gichora,"Memory: Time and Space with concept. ' It's our responsibility to STOP Autrocities from happening; thus, we have the responsibility to do good.' History happens so that we can learn from it and not repeat what was, rather , be attentive and not repeat the same mistake. Thankful for Science, shaping a brighter future which is more inclusive. As prince Philip once said , "" what is science if man cannot survive? "". Thank you both for such a fantastic interview, full of metaphors with humor."
championchap,I wish you'd asked him about the UFO news.
Black Psalm Music,"This is the most conceptual theory I’ve heard musk give on a podcast, good show Lex"
SamiTM,I only saw that hedgehog half in the discussion... You guys are really something.
alohadave13,"In spite of all the criticism of Elon Musk, I think he's one of the most interesting brains of contemporary times. And these were great questions. Really enjoyed every minute of the interview..."
Pedro Rodrigues,"Elon is extremely smart, but he completely mistaken currency for money. Which is not hard in today's world of fiat currencies backed by themselves."
beingatliberty,"pity elon can't in theory be a president of the united states, but its a blessing for him."
gtfo utube,Just dropped in to listen to the greatest scam artist of the 21st Century
b l,"Interesting challenge. Nothing matters if you can’t get to Mars, but on the other hand it doesn’t matter if you can get to Mars if it can’t be self sustaining."
Kenyanon,"02:00:31
Nice Monty Python reference"
First Principles,This was absolutely beautiful guys. Thank you Lex and Elon for doing this.
Joshua Irwin,You wanna know why Elon loves Lex? Is because he's real. Elon knows it's a waste of his time and energy to talk to people who have an agenda. He's trying to get shit done and he can't do it without real people like Lex.
AyaGroeiro_Groeiro'art,"Auto_piloto para ir a la luna, 
Que rápido llegan las verdades, no?
Bueno, Elon.....Tu no creias en nada, PERO ESTE DIOS DE NEON MATRIX TE DEBE TENER MUY YA CONFUNDIDO CON EL TEMA ESPIRITU."
jdiuplz,"2:18:00 - Leadership. The people that want to be ""leaders/Managers"" DO NOT NEED TO BE. They literally tend to be the worst leader. Great Management for the Company, but POOR LEADERSHIP."
Rin Eric,"Elon! It would only cost about four billion dollars to secure the electrical Grid. It would be in your own interest to pay for it out of your own pocket. That said, it would probably cost about four more billion dollars, which would still not put a big dent in your earnings, to pay for the silver that would shield the 5G towers so that they stop harming people. You may have to DESIGN the shields, but that is your strongest point. Wireless radiation damages some human cells and then spike proteins EMERGE from the damaged cells to EAT the dead cell debris. There are no supernatural floating mucus droplets defying gravity and drying for the sole natural purpose of killing humans but not animals or fish or birds or insects or plants. It would just cost you about eight billion dollars to solve your two biggest problems."
